"用户号","机顶盒设备号","节目名称","节目ID","观看次数","分类","二级目录","分类名称","二级目录ID","分类名称ID","观看时长","点播日期","最早观看时间","最近观看时间","观看时间跨度","语种","地区","时间跨度","使用时长","总观看时长"
"11067","11147","非诚勿扰：全场力挺9号女孩","1988","2","精彩点","精彩点",,"2","0","2820",,"2017-08-02 17:57","2017-08-02 18:29","1920.000000",,,"2825760.000000","7938360.000000","472020"
"11067","11147","非诚勿扰：全新出发！孟非主持之位让给动漫宅？","1989","1","精彩点","精彩点",,"2","0","5460",,"2017-07-26 13:56","2017-07-26 13:56","0.000000",,,"2204580.000000","7938360.000000","472020"
"11067","11147","非诚勿扰：大哥戴大金戒指为显示身份","1991","1","精彩点","精彩点",,"2","0","4560",,"2017-08-02 19:16","2017-08-02 19:16","0.000000",,,"2828580.000000","7938360.000000","472020"
"11067","11147","非诚勿扰：大连“彭于晏”来袭","1992","1","精彩点/综艺娱乐","精彩点","综艺娱乐","2","21","5040",,"2017-08-02 21:56","2017-08-02 21:56","0.000000","国语","大陆","2838180.000000","7938360.000000","472020"
"11067","11147","非诚勿扰：播音出身爱挑刺 孟非威胁别找茬","1993","1","精彩点","精彩点",,"2","0","4920",,"2017-08-02 20:33","2017-08-02 20:33","0.000000",,,"2833200.000000","7938360.000000","472020"
"11067","11147","非诚勿扰：最帅机长丑拒终选区女生","1994","2","精彩点/综艺娱乐","精彩点","综艺娱乐","2","21","2400",,"2017-08-02 16:40","2017-08-02 17:20","2400.000000","国语","大陆","2821620.000000","7938360.000000","472020"
"11067","11147","非诚勿扰：没事就刷鸡汤文 男嘉宾满嘴道理遭淘汰","1995","1","精彩点","精彩点",,"2","0","1200",,"2017-07-26 15:29","2017-07-26 15:29","0.000000",,,"2210160.000000","7938360.000000","472020"
"11067","11147","非诚勿扰：男嘉宾妖娆舞姿嗨翻全场","1996","1","精彩点/综艺娱乐","精彩点","综艺娱乐","2","21","4140",,"2017-08-07 09:05","2017-08-07 09:05","0.000000","国语","大陆","3223920.000000","7938360.000000","472020"
"11067","11147","非诚勿扰：男嘉宾拿命追梦 终选女生感动飙泪","1997","2","精彩点/综艺娱乐","精彩点","综艺娱乐","2","21","3360",,"2017-08-27 18:43","2017-09-03 19:16","606780.000000","国语","大陆","5593380.000000","7938360.000000","472020"
"11067","11147","非诚勿扰：相声男爱轻熟女被质疑","1998","1","精彩点/综艺娱乐","精彩点","综艺娱乐","2","21","4740",,"2017-08-27 17:23","2017-08-27 17:23","0.000000","国语","大陆","4981800.000000","7938360.000000","472020"
"11067","11147","非诚勿扰：胖子界“彭于宴”尬舞表白","1999","2","精彩点/综艺娱乐","精彩点","综艺娱乐","2","21","4620",,"2017-08-06 21:33","2017-08-06 23:35","7320.000000","国语","大陆","3189720.000000","7938360.000000","472020"
"11067","11147","非诚勿扰：颜控男整容前后大对比","2002","1","精彩点/综艺娱乐","精彩点","综艺娱乐","2","21","4980",,"2017-08-02 15:17","2017-08-02 15:17","0.000000","国语","大陆","2814240.000000","7938360.000000","472020"
"11067","11147","音乐大师课","2004","1","精彩点","精彩点",,"2","0","4920",,"2017-09-15 19:03","2017-09-15 19:03","0.000000",,,"6629400.000000","7938360.000000","472020"
"11067","11147","驯龙高手","2048","3","热点专题","热点专题",,"1","0","5220",,"2017-07-30 21:46","2017-07-31 12:30","53040.000000",,,"2631420.000000","7938360.000000","472020"
"11067","11147","驯龙高手2","2049","4","热点专题","热点专题",,"1","0","240",,"2017-07-31 12:25","2017-07-31 12:33","480.000000",,,"2631600.000000","7938360.000000","472020"
"11067","11147","驯龙高手（英文版）","2051","3","热点专题","热点专题",,"1","0","5220",,"2017-07-30 21:46","2017-07-31 12:30","53040.000000",,,"2631420.000000","7938360.000000","472020"
"11067","11147","高能少年团：张一山长发辣眼睛","2057","1","精彩点","精彩点",,"2","0","4980",,"2017-07-07 15:58","2017-07-07 15:58","0.000000",,,"570300.000000","7938360.000000","472020"
"11067","11147","高能少年团：最后一课！五鲜肉帅气MV潇洒告别","2058","1","精彩点/综艺娱乐","精彩点","综艺娱乐","2","21","36840",,"2017-07-01 01:33","2017-07-01 01:33","0.000000","国语","大陆","0.000000","7938360.000000","472020"
"11067","11147","高能少年团：王俊凯玩跳楼机超淡定","2059","1","精彩点","精彩点",,"2","0","3900",,"2017-07-03 21:09","2017-07-03 21:09","0.000000",,,"243360.000000","7938360.000000","472020"
"11067","11147","高能少年团：王俊凯秀格斗术","2060","1","精彩点","精彩点",,"2","0","60",,"2017-07-03 21:08","2017-07-03 21:08","0.000000",,,"243300.000000","7938360.000000","472020"
"11071","10457","CODE GEASS 反叛的鲁路修","29","1","动漫剧场/日韩剧场","动漫剧场","日韩剧场","6","16","60",,"2017-08-19 10:14","2017-08-19 10:14","0.000000","日语","日本","4145940.000000","7766700.000000","103200"
"11071","10457","C罗纳尔多","31","2","精彩点","精彩点",,"2","0","8700",,"2017-07-22 09:31","2017-07-22 09:31","0.000000",,,"1724160.000000","7766700.000000","103200"
"11071","10457","一拳超人","47","2","动漫剧场/日韩剧场","动漫剧场","日韩剧场","6","16","1380",,"2017-07-16 00:23","2017-07-16 00:23","0.000000","日语","日本","1172880.000000","7766700.000000","103200"
"11071","10457","一步之遥","49","2","热点专题","热点专题",,"1","0","420",,"2017-08-29 16:52","2017-08-29 16:52","0.000000",,,"5033820.000000","7766700.000000","103200"
"11071","10457","三生三世十里桃花","92","8","精彩点/大陆剧场","精彩点","大陆剧场","2","11","4680",,"2017-07-07 17:38","2017-07-12 10:38","406800.000000","国语","大陆","864180.000000","7766700.000000","103200"
"11071","10457","上海王","95","2","精彩点","精彩点",,"2","0","6180",,"2017-08-19 10:43","2017-08-19 10:43","0.000000",,,"4147680.000000","7766700.000000","103200"
"11071","10457","假期，假期，假期：巴塞罗那的豪华之旅","243","2","精彩点","精彩点",,"2","0","1320",,"2017-08-13 13:59","2017-08-13 13:59","0.000000",,,"3641040.000000","7766700.000000","103200"
"11071","10457","假期，假期，假期：白色雪原：冰岛","244","2","精彩点","精彩点",,"2","0","2940",,"2017-08-13 14:21","2017-08-13 14:21","0.000000",,,"3642360.000000","7766700.000000","103200"
"11071","10457","冒牌家庭","274","2","精彩点","精彩点",,"2","0","6660",,"2017-08-27 11:06","2017-08-27 11:06","0.000000",,,"4840260.000000","7766700.000000","103200"
"11071","10457","决胜巅峰","296","2","热点专题","热点专题",,"1","0","4200",,"2017-07-22 12:36","2017-07-22 12:36","0.000000",,,"1735260.000000","7766700.000000","103200"
"11071","10457","加菲猫","320","1","精彩点","精彩点",,"2","0","540",,"2017-08-29 16:43","2017-08-29 16:43","0.000000",,,"5033280.000000","7766700.000000","103200"
"11071","10457","加菲猫1","321","1","精彩点","精彩点",,"2","0","540",,"2017-08-29 16:43","2017-08-29 16:43","0.000000",,,"5033280.000000","7766700.000000","103200"
"11071","10457","匆匆那年","329","2","精彩点","精彩点",,"2","0","4440",,"2017-09-13 09:41","2017-09-13 09:41","0.000000",,,"6303960.000000","7766700.000000","103200"
"11071","10457","十万伙急","333","2","精彩点","精彩点",,"2","0","960",,"2017-08-29 16:59","2017-08-29 16:59","0.000000",,,"5034240.000000","7766700.000000","103200"
"11071","10457","单身男女2","351","2","精彩点","精彩点",,"2","0","6840",,"2017-08-28 14:20","2017-08-28 14:20","0.000000",,,"4938300.000000","7766700.000000","103200"
"11071","10457","博人传 火影忍者新时代","354","2","动漫剧场/日韩剧场","动漫剧场","日韩剧场","6","16","180",,"2017-08-19 10:15","2017-08-19 10:39","1440.000000","日语","日本","4147440.000000","7766700.000000","103200"
"11071","10457","吃吃的爱","411","4","精彩点/爱情","精彩点","爱情","2","19","3540",,"2017-09-10 16:19","2017-09-11 19:08","96540.000000","国语","台湾","6165180.000000","7766700.000000","103200"
"11071","10457","大军师司马懿之军师联盟","523","33","精彩点/大陆剧场","精彩点","大陆剧场","2","11","2580",,"2017-08-08 10:18","2017-08-12 12:56","355080.000000","国语","大陆","3550860.000000","7766700.000000","103200"
"11071","10457","好景在望","598","2","精彩点","精彩点",,"2","0","3300",,"2017-09-03 15:52","2017-09-03 15:52","0.000000",,,"5462220.000000","7766700.000000","103200"
"11071","10457","平凡岁月","714","7","精彩点/大陆剧场","精彩点","大陆剧场","2","11","2340",,"2017-09-29 11:01","2017-09-30 08:00","75540.000000","国语","大陆","7766700.000000","7766700.000000","103200"
"11071","10457","恋爱前规则","800","2","精彩点","精彩点",,"2","0","4860",,"2017-09-19 18:09","2017-09-19 18:09","0.000000",,,"6852840.000000","7766700.000000","103200"
"11071","10457","恋爱恐慌症","801","2","精彩点","精彩点",,"2","0","660",,"2017-09-10 16:06","2017-09-10 16:06","0.000000",,,"6067860.000000","7766700.000000","103200"
"11071","10457","我的前半生","877","7","精彩点/大陆剧场","精彩点","大陆剧场","2","11","120",,"2017-07-08 17:47","2017-07-13 19:56","439740.000000","国语","大陆","984060.000000","7766700.000000","103200"
"11071","10457","敢死队3","936","2","精彩点","精彩点",,"2","0","4380",,"2017-09-14 21:20","2017-09-14 21:20","0.000000",,,"6432300.000000","7766700.000000","103200"
"11071","10457","斗牛","939","2","热点专题","热点专题",,"1","0","360",,"2017-08-27 12:57","2017-08-27 12:57","0.000000",,,"4846920.000000","7766700.000000","103200"
"11071","10457","深夜食堂","1226","2","精彩点/大陆剧场","精彩点","大陆剧场","2","11","120",,"2017-07-02 10:35","2017-07-02 12:36","7260.000000","国语","大陆","7260.000000","7766700.000000","103200"
"11071","10457","源代码","1231","1","精彩点","精彩点",,"2","0","4140",,"2017-09-10 17:18","2017-09-10 17:18","0.000000",,,"6072180.000000","7766700.000000","103200"
"11071","10457","男人不可以穷","1420","2","精彩点","精彩点",,"2","0","6600",,"2017-08-28 16:14","2017-08-28 16:14","0.000000",,,"4945140.000000","7766700.000000","103200"
"11071","10457","破冰船","1477","2","精彩点/动作","精彩点","动作","2","15","60",,"2017-07-08 17:57","2017-07-08 17:57","0.000000","其他","其他国家","544920.000000","7766700.000000","103200"
"11071","10457","碟中谍5：神秘国度","1486","2","精彩点/动作","精彩点","动作","2","15","2100",,"2017-09-14 22:33","2017-09-14 22:33","0.000000","英语","美国","6436680.000000","7766700.000000","103200"
"11071","10457","绝世高手","1561","2","精彩点/喜剧","精彩点","喜剧","2","23","7380",,"2017-08-23 22:02","2017-08-23 22:02","0.000000","国语","大陆","4534020.000000","7766700.000000","103200"
"11071","10457","罗密欧与朱丽叶","1573","4","精彩点","精彩点",,"2","0","120",,"2017-07-08 18:12","2017-07-08 19:53","6060.000000",,,"551880.000000","7766700.000000","103200"
"11071","10457","超级战舰：异形海战","1789","6","精彩点","精彩点",,"2","0","2280",,"2017-09-14 23:08","2017-09-15 22:57","85740.000000",,,"6524520.000000","7766700.000000","103200"
"11071","10457","阿拉丁与神灯","1943","2","精彩点/科幻","精彩点","科幻","2","17","2760",,"2017-07-22 23:52","2017-07-22 23:52","0.000000","英语","法国","1775820.000000","7766700.000000","103200"
"11071","10457","龙珠Z：复活的弗利萨","2105","2","热点专题/动画片","热点专题","动画片","1","18","5460",,"2017-08-13 15:18","2017-08-13 15:18","0.000000","日语","日本","3645780.000000","7766700.000000","103200"
"11074","11103","人民的名义","191","1","精彩点/大陆剧场","精彩点","大陆剧场","2","11","7680",,"2017-07-06 11:41","2017-07-06 11:41","0.000000","国语","大陆","59760.000000","3343260.000000","65280"
"11074","11103","反恐特战队之猎影","368","6","精彩点/大陆剧场","精彩点","大陆剧场","2","11","6840",,"2017-07-26 17:37","2017-07-27 22:28","103860.000000","国语","大陆","1912980.000000","3343260.000000","65280"
"11074","11103","大军师司马懿之军师联盟","523","13","精彩点/大陆剧场","精彩点","大陆剧场","2","11","2700",,"2017-07-05 19:05","2017-07-14 16:25","768000.000000","国语","大陆","768000.000000","3343260.000000","65280"
"11074","11103","师父","712","2","精彩点","精彩点",,"2","0","41880",,"2017-07-06 22:23","2017-07-06 22:23","0.000000",,,"98280.000000","3343260.000000","65280"
"11074","11103","神探狄仁杰","1501","6","热点专题","热点专题",,"1","0","60",,"2017-07-26 17:36","2017-08-10 12:03","1276020.000000",,,"3085080.000000","3343260.000000","65280"
"11074","11103","西游记","1722","4","热点专题/大陆剧场","热点专题","大陆剧场","1","11","6120",,"2017-08-13 10:55","2017-08-13 11:46","3060.000000","国语","大陆","3343260.000000","3343260.000000","65280"
"11075","10013","乡村爱情故事6","142","3","精彩点","精彩点",,"2","0","300",,"2017-08-17 15:32","2017-08-19 18:41","184140.000000",,,"3013740.000000","6603840.000000","303180"
"11075","10013","了不起的盖茨比","153","2","精彩点","精彩点",,"2","0","480",,"2017-09-24 22:37","2017-09-24 22:37","0.000000",,,"6138300.000000","6603840.000000","303180"
"11075","10013","大军师司马懿之军师联盟","523","42","精彩点/大陆剧场","精彩点","大陆剧场","2","11","2820",,"2017-07-15 21:32","2017-09-24 21:30","6134280.000000","国语","大陆","6134280.000000","6603840.000000","303180"
"11075","10013","大头儿子和小头爸爸","526","35","精彩点/大陆剧场","精彩点","大陆剧场","2","11","18420",,"2017-09-16 14:10","2017-09-24 11:56","683160.000000","国语","大陆","6099840.000000","6603840.000000","303180"
"11075","10013","大耳朵图图彩色小世界","533","2","精彩点/大陆剧场","精彩点","大陆剧场","2","11","240",,"2017-08-05 21:37","2017-08-05 21:37","0.000000","国语","大陆","1814700.000000","6603840.000000","303180"
"11075","10013","奔跑吧：收官之战！邓超遇王力宏变迷弟","573","1","精彩点/综艺娱乐","精彩点","综艺娱乐","2","21","6420",,"2017-08-18 17:52","2017-08-18 17:52","0.000000","国语","大陆","2924400.000000","6603840.000000","303180"
"11075","10013","寰宇视野：神奇动物大揭秘","648","1","精彩点/科学教育","精彩点","科学教育","2","22","3300",,"2017-09-24 21:39","2017-09-24 21:39","0.000000","国语","大陆","6134820.000000","6603840.000000","303180"
"11075","10013","小公主苏菲亚","665","1","精彩点/电视剧场","精彩点","电视剧场","2","12","180",,"2017-08-17 17:56","2017-08-17 17:56","0.000000","国语","大陆","2838240.000000","6603840.000000","303180"
"11075","10013","小猪佩奇","680","37","精彩点/大陆剧场","精彩点","大陆剧场","2","11","120",,"2017-08-17 10:15","2017-09-30 07:56","3793260.000000","国语","大陆","6603840.000000","6603840.000000","303180"
"11075","10013","少林问道","696","3","精彩点/大陆剧场","精彩点","大陆剧场","2","11","2700",,"2017-09-05 21:47","2017-09-05 23:19","5520.000000","国语","大陆","4499220.000000","6603840.000000","303180"
"11075","10013","憨豆先生动画版 第二季","819","2","精彩点/其他","精彩点","其他","2","26","60",,"2017-08-19 11:31","2017-08-19 11:31","0.000000","英语","英国","2987940.000000","6603840.000000","303180"
"11075","10013","我们的爱","836","1","精彩点/大陆剧场","精彩点","大陆剧场","2","11","9360",,"2017-09-13 17:11","2017-09-13 17:11","0.000000","国语","大陆","5168340.000000","6603840.000000","303180"
"11075","10013","戚继光","888","1","精彩点/电视剧场","精彩点","电视剧场","2","12","72360",,"2017-08-10 21:50","2017-08-10 21:50","0.000000","国语","大陆","2247480.000000","6603840.000000","303180"
"11075","10013","欢乐喜剧人 第三季：大学生花样脱单秀恩爱","1172","2","精彩点/综艺娱乐","精彩点","综艺娱乐","2","21","1440",,"2017-08-19 14:15","2017-08-19 22:04","28140.000000","国语","大陆","3025920.000000","6603840.000000","303180"
"11075","10013","欢乐喜剧人 第三季：文松飙哭戏比贱宋小宝","1175","1","精彩点/综艺娱乐","精彩点","综艺娱乐","2","21","3000",,"2017-08-19 22:28","2017-08-19 22:28","0.000000","国语","大陆","3027360.000000","6603840.000000","303180"
"11075","10013","欢乐颂2","1179","21","精彩点/大陆剧场","精彩点","大陆剧场","2","11","240",,"2017-08-17 01:45","2017-08-19 12:54","212940.000000","国语","大陆","2992920.000000","6603840.000000","303180"
"11075","10013","澳门风云2","1245","8","精彩点","精彩点",,"2","0","300",,"2017-08-17 02:27","2017-08-17 09:08","24060.000000",,,"2806560.000000","6603840.000000","303180"
"11075","10013","煎饼侠","1271","6","热点专题","热点专题",,"1","0","1020",,"2017-08-17 13:32","2017-08-17 14:09","2220.000000",,,"2824620.000000","6603840.000000","303180"
"11075","10013","熊出没之丛林总动员","1272","12","精彩点/大陆剧场","精彩点","大陆剧场","2","11","1920",,"2017-08-17 11:05","2017-08-31 19:08","1238580.000000","国语","大陆","4052160.000000","6603840.000000","303180"
"11075","10013","熊出没之夏日连连看","1274","2","精彩点/大陆剧场","精彩点","大陆剧场","2","11","104040",,"2017-07-26 19:20","2017-07-26 19:20","0.000000","国语","大陆","942480.000000","6603840.000000","303180"
"11075","10013","熊出没之春日对对碰","1277","20","精彩点/大陆剧场","精彩点","大陆剧场","2","11","1560",,"2017-07-19 14:22","2017-07-31 21:31","1062540.000000","国语","大陆","1382340.000000","6603840.000000","303180"
"11075","10013","熊出没之环球大冒险","1279","34","精彩点/大陆剧场","精彩点","大陆剧场","2","11","900",,"2017-08-13 11:43","2017-09-20 12:18","3285300.000000","国语","大陆","5755560.000000","6603840.000000","303180"
"11075","10013","熊出没之秋日团团转","1280","12","精彩点/大陆剧场","精彩点","大陆剧场","2","11","23880",,"2017-07-19 19:56","2017-08-10 09:39","1863780.000000","国语","大陆","2203620.000000","6603840.000000","303180"
"11075","10013","熊熊乐园","1281","56","精彩点/大陆剧场","精彩点","大陆剧场","2","11","5160",,"2017-08-04 11:15","2017-09-19 09:19","3967440.000000","国语","大陆","5658420.000000","6603840.000000","303180"
"11075","10013","疯岳撬佳人","1423","2","精彩点/爱情","精彩点","爱情","2","19","37140",,"2017-08-18 00:33","2017-08-18 00:33","0.000000","国语","大陆","2862060.000000","6603840.000000","303180"
"11075","10013","罗宾汉","1572","2","精彩点","精彩点",,"2","0","180",,"2017-08-17 09:29","2017-08-17 09:29","0.000000",,,"2807820.000000","6603840.000000","303180"
"11075","10013","谋杀似水年华","1747","2","热点专题","热点专题",,"1","0","120",,"2017-08-17 21:54","2017-08-17 21:54","0.000000",,,"2852520.000000","6603840.000000","303180"
"11075","10013","贝肯熊","1766","257","精彩点/大陆剧场","精彩点","大陆剧场","2","11","1020",,"2017-07-17 12:07","2017-09-22 11:55","5788080.000000","国语","大陆","5926980.000000","6603840.000000","303180"
"11075","10013","那年花开月正圆","1875","26","精彩点/大陆剧场","精彩点","大陆剧场","2","11","2640",,"2017-09-09 21:16","2017-09-28 14:39","1617780.000000","国语","大陆","6455220.000000","6603840.000000","303180"
"11075","10013","醉玲珑","1887","3","精彩点/大陆剧场","精彩点","大陆剧场","2","11","480",,"2017-08-17 21:46","2017-08-18 23:54","94080.000000","国语","大陆","2946120.000000","6603840.000000","303180"
"11075","10013","长颈鹿扎拉法","1933","2","精彩点/动作","精彩点","动作","2","15","120",,"2017-08-17 13:30","2017-08-17 13:30","0.000000","法语","法国","2822280.000000","6603840.000000","303180"
"11075","10013","麻烦家族","2080","4","精彩点/喜剧","精彩点","喜剧","2","23","1260",,"2017-08-18 23:22","2017-08-19 23:19","86220.000000","国语","大陆","3030420.000000","6603840.000000","303180"
"11076","11233","大军师司马懿之军师联盟","523","1","精彩点/大陆剧场","精彩点","大陆剧场","2","11","2574.15","20170803","2017-08-03 00:00","2017-08-03 00:00","0.000000","国语","大陆","0.000000","0.000000","2574.15"
"11077","10235","后天","431","2","精彩点/科幻","精彩点","科幻","2","17","7020",,"2017-09-15 20:33","2017-09-15 20:33","0.000000","英语","美国","0.000000","0.000000","7020"
"11080","11195","不懂撒娇的女人","97","4","精彩点/港台剧场","精彩点","港台剧场","2","20","180",,"2017-07-22 19:21","2017-07-22 20:49","5280.000000","粤语","香港","1042320.000000","6570000.000000","253800"
"11080","11195","中国新歌声 第二季：叶晓粤改编《平凡之路》","112","1","精彩点","精彩点",,"2","0","6420",,"2017-09-24 20:17","2017-09-24 20:17","0.000000",,,"6570000.000000","6570000.000000","253800"
"11080","11195","中国新歌声 第二季：周董E神上演嘻哈对决","113","1","精彩点/综艺娱乐","精彩点","综艺娱乐","2","21","300",,"2017-08-28 11:55","2017-08-28 11:55","0.000000","国语","大陆","4207080.000000","6570000.000000","253800"
"11080","11195","中国新歌声 第二季：张婉清红酒嗓再现经典","116","2","精彩点/综艺娱乐","精彩点","综艺娱乐","2","21","3660",,"2017-08-12 19:20","2017-08-12 20:23","3780.000000","国语","大陆","2855160.000000","6570000.000000","253800"
"11080","11195","中国新歌声 第二季：王菲密友登场召唤回忆杀","119","1","精彩点/综艺娱乐","精彩点","综艺娱乐","2","21","4440",,"2017-08-05 23:18","2017-08-05 23:18","0.000000","国语","大陆","2260860.000000","6570000.000000","253800"
"11080","11195","中餐厅：黄晓明“新官上任”获赞","133","1","精彩点/综艺娱乐","精彩点","综艺娱乐","2","21","6240",,"2017-09-15 18:42","2017-09-15 18:42","0.000000","国语","大陆","5786700.000000","6570000.000000","253800"
"11080","11195","我们来了 第二季：关之琳蒋欣领衔女神团长城走秀","825","1","精彩点/综艺娱乐","精彩点","综艺娱乐","2","21","20940",,"2017-08-08 14:38","2017-08-08 14:38","0.000000","国语","大陆","2488860.000000","6570000.000000","253800"
"11080","11195","我们的爱","836","1","精彩点/大陆剧场","精彩点","大陆剧场","2","11","300",,"2017-08-14 20:30","2017-08-14 20:30","0.000000","国语","大陆","3028380.000000","6570000.000000","253800"
"11080","11195","我的前半生","877","10","精彩点/大陆剧场","精彩点","大陆剧场","2","11","2460",,"2017-07-10 19:17","2017-07-11 12:26","61740.000000","国语","大陆","61740.000000","6570000.000000","253800"
"11080","11195","挑战者联盟 第三季：魏晨遭队友无视险暴走","917","1","精彩点/综艺娱乐","精彩点","综艺娱乐","2","21","27960",,"2017-07-12 11:00","2017-07-12 11:00","0.000000","国语","大陆","142980.000000","6570000.000000","253800"
"11080","11195","极速前进 第四季：“李晨”突袭范冰冰","1092","1","精彩点","精彩点",,"2","0","7920",,"2017-08-13 12:38","2017-08-13 12:38","0.000000",,,"2913660.000000","6570000.000000","253800"
"11080","11195","极速前进 第四季：范爷率组霸气夺冠","1097","1","精彩点/综艺娱乐","精彩点","综艺娱乐","2","21","4680",,"2017-08-10 23:44","2017-08-10 23:44","0.000000","国语","大陆","2694420.000000","6570000.000000","253800"
"11080","11195","极速前进 第四季：贾静雯入水逆局舞狮崩溃","1098","1","精彩点/综艺娱乐","精彩点","综艺娱乐","2","21","6000",,"2017-09-16 11:11","2017-09-16 11:11","0.000000","国语","大陆","5846040.000000","6570000.000000","253800"
"11080","11195","极限挑战 第三季：孙红雷脸基尼抢镜","1119","2","精彩点/综艺娱乐","精彩点","综艺娱乐","2","21","40020",,"2017-08-06 00:33","2017-08-06 11:40","40020.000000","国语","大陆","2305380.000000","6570000.000000","253800"
"11080","11195","极限挑战 第三季：张艺兴变人肉轮盘","1120","1","精彩点/综艺娱乐","精彩点","综艺娱乐","2","21","180",,"2017-08-06 13:21","2017-08-06 13:21","0.000000","国语","大陆","2311440.000000","6570000.000000","253800"
"11080","11195","极限挑战 第二季20160417期","1124","1","精彩点","精彩点",,"2","0","3180",,"2017-07-24 19:20","2017-07-24 19:20","0.000000",,,"1209780.000000","6570000.000000","253800"
"11080","11195","极限挑战 第二季20160424期","1125","1","精彩点","精彩点",,"2","0","5220",,"2017-07-25 22:04","2017-07-25 22:04","0.000000",,,"1306020.000000","6570000.000000","253800"
"11080","11195","极限挑战 第二季20160501期","1126","2","精彩点/综艺娱乐","精彩点","综艺娱乐","2","21","180",,"2017-07-25 11:16","2017-07-25 23:31","44100.000000","国语","大陆","1311240.000000","6570000.000000","253800"
"11080","11195","极限挑战 第二季20160508期","1127","1","精彩点/综艺娱乐","精彩点","综艺娱乐","2","21","39660",,"2017-07-25 23:34","2017-07-25 23:34","0.000000","国语","大陆","1311420.000000","6570000.000000","253800"
"11080","11195","极限挑战 第二季20160515期","1128","2","精彩点/综艺娱乐","精彩点","综艺娱乐","2","21","2220",,"2017-07-24 11:49","2017-07-24 17:12","19380.000000","国语","大陆","1202100.000000","6570000.000000","253800"
"11080","11195","极限挑战 第二季20160522期","1129","2","精彩点/综艺娱乐","精彩点","综艺娱乐","2","21","5280",,"2017-07-24 17:50","2017-07-26 12:56","155160.000000","国语","大陆","1359540.000000","6570000.000000","253800"
"11080","11195","极限挑战 第二季20160529期","1130","1","精彩点","精彩点",,"2","0","4980",,"2017-07-26 11:32","2017-07-26 11:32","0.000000",,,"1354500.000000","6570000.000000","253800"
"11080","11195","极限挑战 第二季20160605期","1131","2","精彩点","精彩点",,"2","0","60",,"2017-07-25 19:32","2017-07-26 10:43","54660.000000",,,"1351560.000000","6570000.000000","253800"
"11080","11195","极限挑战 第二季20160619期","1133","1","精彩点/综艺娱乐","精彩点","综艺娱乐","2","21","21240",,"2017-07-25 13:38","2017-07-25 13:38","0.000000","国语","大陆","1275660.000000","6570000.000000","253800"
"11080","11195","极限挑战 第二季20160703期","1135","1","精彩点/综艺娱乐","精彩点","综艺娱乐","2","21","6600",,"2017-07-25 11:45","2017-07-25 11:45","0.000000","国语","大陆","1268880.000000","6570000.000000","253800"
"11080","11195","极限挑战 第二季20160710期","1136","1","精彩点/综艺娱乐","精彩点","综艺娱乐","2","21","180",,"2017-07-25 13:35","2017-07-25 13:35","0.000000","国语","大陆","1275480.000000","6570000.000000","253800"
"11080","11195","楚乔传","1163","12","精彩点/大陆剧场","精彩点","大陆剧场","2","11","1920",,"2017-08-18 23:13","2017-08-19 14:59","56760.000000","国语","大陆","3440520.000000","6570000.000000","253800"
"11080","11195","欢乐喜剧人 第三季：“德云贵妃”比美宋小宝","1170","1","精彩点/综艺娱乐","精彩点","综艺娱乐","2","21","3240",,"2017-07-26 18:31","2017-07-26 18:31","0.000000","国语","大陆","1379640.000000","6570000.000000","253800"
"11080","11195","欢乐喜剧人 第三季：大学生花样脱单秀恩爱","1172","1","精彩点/综艺娱乐","精彩点","综艺娱乐","2","21","2640",,"2017-08-06 17:31","2017-08-06 17:31","0.000000","国语","大陆","2326440.000000","6570000.000000","253800"
"11080","11195","欢乐喜剧人 第三季：贾玲爆笑助阵惨遭撕衣","1176","2","精彩点","精彩点",,"2","0","4260",,"2017-07-26 16:56","2017-07-26 17:20","1440.000000",,,"1375380.000000","6570000.000000","253800"
"11080","11195","爱情保卫战：这样的婚姻我坚持不下去了","1307","1","精彩点/综艺娱乐","精彩点","综艺娱乐","2","21","2820",,"2017-07-27 11:38","2017-07-27 11:38","0.000000","国语","大陆","1441260.000000","6570000.000000","253800"
"11080","11195","花儿与少年 第三季：收官！花少团温情告白","1659","1","精彩点/综艺娱乐","精彩点","综艺娱乐","2","21","6600",,"2017-07-12 09:08","2017-07-12 09:08","0.000000","国语","大陆","136260.000000","6570000.000000","253800"
"11080","11195","赌城群英会","1771","2","精彩点/港台剧场","精彩点","港台剧场","2","20","2460",,"2017-08-06 18:16","2017-08-06 18:58","2520.000000","粤语","香港","2331660.000000","6570000.000000","253800"
"11080","11195","跨界喜剧王 第二季：邓紫棋饰演野蛮女友","1818","1","精彩点/综艺娱乐","精彩点","综艺娱乐","2","21","6060",,"2017-08-08 12:56","2017-08-08 12:56","0.000000","国语","大陆","2482740.000000","6570000.000000","253800"
"11080","11195","醉玲珑","1887","1","精彩点/大陆剧场","精彩点","大陆剧场","2","11","2040",,"2017-08-12 18:44","2017-08-12 18:44","0.000000","国语","大陆","2849220.000000","6570000.000000","253800"
"11080","11195","阿爷厨房2","1944","9","精彩点/综艺娱乐","精彩点","综艺娱乐","2","21","1260",,"2017-08-14 13:04","2017-08-14 14:37","5580.000000","粤语","香港","3007200.000000","6570000.000000","253800"
"11082","11124","我的前半生","877","4","精彩点/大陆剧场","精彩点","大陆剧场","2","11","660",,"2017-07-28 19:47","2017-07-28 20:57","4200.000000","国语","大陆","1235100.000000","3954540.000000","6540"
